DOI,Author Position,Author Name,Initials,Conceived and designed the experiments,Performed the experiments,Analyzed the data,Contributed reagents/materials/analysis tools,Wrote the paper
10.1371/journal.pone.0008779,3,Ioanna Maraki,IM,0,1,1,0,1
10.1371/journal.pone.0008779,5,Ruth Andrew,RA,0,0,1,0,1
10.1371/journal.pone.0023157,1,Chi-Jiunn Pan,C-JP,1,1,1,0,0
10.1371/journal.pone.0023157,2,Shih-Yin Chen,S-YC,1,1,1,0,0
10.1371/journal.pone.0023157,6,Janice Y Chou,JYC,1,0,1,0,1
10.1371/journal.pone.0023157,3,Hyun Sik Jun,HSJ,0,1,1,0,0
10.1371/journal.pone.0023157,4,Su Ru Lin,SRL,0,1,1,0,0
10.1371/journal.pone.0023157,5,Brian C Mansfield,BCM,0,0,1,0,1
10.1371/journal.pone.0000253,4,Jamal Tazi,JT,1,0,1,0,1
10.1371/journal.pone.0000253,1,Weronika Fic,WF,1,1,1,0,0
10.1371/journal.pone.0000253,2,François Juge,FJ,1,1,1,1,0
10.1371/journal.pone.0000253,3,Johann Soret,JS,1,0,0,1,0
10.1371/journal.pone.0014595,1,Daniele Marzoli,DM,1,0,1,0,1
10.1371/journal.pone.0014595,6,Luca Tommasi,LT,1,0,0,1,1
10.1371/journal.pone.0014595,2,Rocco Palumbo,RP,0,1,1,0,0
10.1371/journal.pone.0014595,3,Alberto Di Domenico,ADD,0,1,1,0,0
10.1371/journal.pone.0014595,4,Barbara Penolazzi,BP,0,1,1,0,0
10.1371/journal.pone.0014595,5,Patrizia Garganese,PG,0,1,1,0,0
