DOI,Author Position,Author Name,Initials,Conceived and designed the experiments,Performed the experiments,Analyzed the data,Contributed reagents/materials/analysis tools,Wrote the paper
10.1371/journal.pone.0015398,1,Lindsey A Edwards,LAE,0,1,1,1,1
10.1371/journal.pone.0015398,2,Kiran Nistala,KN,0,1,1,1,0
10.1371/journal.pone.0015398,3,Dominic C Mills,DCM,0,1,1,1,0
10.1371/journal.pone.0015398,4,Holly N Stephenson,HNS,0,1,1,1,0
10.1371/journal.pone.0015398,5,Matthias Zilbauer,MZ,0,1,1,1,0
10.1371/journal.pone.0015398,7,Nick Dorrell,ND,0,0,0,1,0
10.1371/journal.pone.0015398,9,Lucy R Wedderburn,LRW,0,0,0,1,0
10.1371/journal.pone.0015398,8,Keith J Lindley,KJL,0,0,0,1,0
10.1371/journal.pone.0046644,1,Hellmuth A Meyer,HAM,1,0,1,0,1
10.1371/journal.pone.0046644,7,Klaus Jung,KJ,1,0,1,0,1
10.1371/journal.pone.0046644,8,Lutz Schomburg,LS,1,0,1,0,1
10.1371/journal.pone.0046644,2,Tobias Endermann,TE,0,1,1,0,1
10.1371/journal.pone.0046644,4,Mette Stoedter,MS,0,1,1,0,1
10.1371/journal.pone.0046644,5,Thomas Behrends,TB,0,1,1,0,1
10.1371/journal.pone.0046644,3,Carsten Stephan,CS,0,0,1,0,1
10.1371/journal.pone.0046644,6,Ingmar Wolff,IW,0,0,1,0,1
10.1371/journal.pone.0066591,,,MHD,1,1,1,0,1
10.1371/journal.pone.0066591,10,Wei Qin,WQ,1,1,0,0,0
10.1371/journal.pone.0066591,,,JBS,0,1,0,0,0
10.1371/journal.pone.0066591,3,Kai Yuan,KY,0,0,1,0,0
10.1371/journal.pone.0066591,,,DHY,0,0,1,0,0
10.1371/journal.pone.0066591,2,Ling Zhao,LZ,0,0,0,1,0
10.1371/journal.pone.0066591,4,Fang Zeng,FZ,0,0,0,1,0
10.1371/journal.pone.0066591,,,JXL,0,0,0,0,1
10.1371/journal.pone.0015466,1,Priyanka Das,PD,1,1,1,0,0
10.1371/journal.pone.0015466,,,Amit,1,1,1,0,1
10.1371/journal.pone.0015466,,,Lahiri,1,1,1,0,1
10.1371/journal.pone.0015466,8,Dipshikha Chakravortty,DC,1,0,1,1,1
10.1371/journal.pone.0015466,7,Kithiganahalli Narayanaswamy Balaji,KNB,1,0,0,1,0
10.1371/journal.pone.0015466,5,Namrata Iyer,NI,0,1,0,0,0
10.1371/journal.pone.0015466,6,Nisha Kapoor,NK,0,1,0,0,0
10.1371/journal.pone.0015466,4,Minakshi Sen,MS,0,1,0,0,0
10.1371/journal.pone.0015466,,,Ayan,0,1,0,0,0
10.1371/journal.pone.0052307,1,David E Goertz,DEG,1,1,1,1,1
10.1371/journal.pone.0052307,7,Kullervo Hynynen,KH,1,0,0,0,1
10.1371/journal.pone.0052307,6,Raffi Karshafian,RK,1,0,0,0,1
10.1371/journal.pone.0052307,2,Margarita Todorova,MT,0,1,1,0,1
10.1371/journal.pone.0052307,4,Vlad Agache,VA,0,1,1,0,0
10.1371/journal.pone.0052307,3,Omid Mortazavi,OM,0,1,1,0,0
10.1371/journal.pone.0052307,5,Branson Chen,BC,0,1,1,0,1
10.1371/journal.pone.0043613,1,Ming Ni,MN,1,1,1,1,0
10.1371/journal.pone.0043613,3,Emmanuel Scotet,ES,1,0,0,0,1
10.1371/journal.pone.0043613,4,Marc Bonneville,MB,1,0,0,0,1
10.1371/journal.pone.0043613,5,Francoise Sanchez,FS,1,1,1,1,0
10.1371/journal.pone.0043613,6,Virginie Lafont,VL,1,0,1,1,1
10.1371/journal.pone.0043613,2,Delphine Martire,DM,0,1,0,0,0
10.1371/journal.pone.0012369,1,Nadezhda Tikhmyanova,NT,1,1,1,1,1
10.1371/journal.pone.0012369,2,Alexei V Tulin,AVT,1,1,1,1,1
10.1371/journal.pone.0012369,3,Fabrice Roegiers,FR,1,1,1,1,1
10.1371/journal.pone.0012369,4,Erica A Golemis,EAG,1,0,1,1,1
10.1371/journal.pone.0000946,3,Boris Lenhard,BL,1,0,0,0,1
10.1371/journal.pone.0000946,,,PE,0,1,1,0,1
10.1371/journal.pone.0000946,1,Ying Sheng,YS,0,1,1,0,1
10.1371/journal.pone.0009456,1,Tanya M Cunningham,TMC,1,1,1,0,1
10.1371/journal.pone.0009456,4,Shelley E Haydel,SEH,1,1,1,1,1
10.1371/journal.pone.0009456,2,Jennifer L Koehl,JLK,0,1,1,0,0
10.1371/journal.pone.0009456,3,Jack S Summers,JSS,0,1,1,1,1
10.1371/journal.pone.0066504,9,Burton B Yang,BBY,1,0,1,0,1
10.1371/journal.pone.0066504,,,YZX,1,0,0,0,0
10.1371/journal.pone.0066504,1,Chunwei Jiao,CJ,0,1,0,0,1
10.1371/journal.pone.0066504,3,Xiangling Yang,XY,0,1,0,0,0
10.1371/journal.pone.0066504,4,Haoran Li,HL,0,1,0,0,0
10.1371/journal.pone.0066504,,,XML,0,1,0,0,0
10.1371/journal.pone.0066504,,,HHP,0,1,0,0,0
10.1371/journal.pone.0066504,,,MHC,0,1,0,0,0
10.1371/journal.pone.0066504,,,HMZ,0,1,0,0,0
10.1371/journal.pone.0058101,1,Xiao Hui Liu,XHL,1,0,1,0,0
10.1371/journal.pone.0058101,2,Ling Fen Yue,LFY,0,1,1,0,0
10.1371/journal.pone.0058101,3,Da Wei Wang,DWW,0,1,0,0,0
10.1371/journal.pone.0058101,4,Ning Li,NL,0,1,0,0,0
10.1371/journal.pone.0058101,5,Lin Cong,LC,0,1,0,0,0
10.1371/journal.pone.0058101,,,LXH,0,0,0,0,1
10.1371/journal.pone.0058101,,,YLF,0,0,0,0,1
10.1371/journal.pone.0049355,1,Allison B Taylor,ABT,1,1,1,0,1
10.1371/journal.pone.0049355,2,Ekaterina V Kurbatova,EVK,1,1,1,0,1
10.1371/journal.pone.0049355,3,J Peter Cegielski,JPC,1,1,1,1,1
10.1371/journal.pone.0049350,1,Gail D Thomas,GDT,1,1,1,0,1
10.1371/journal.pone.0049350,5,Ennio Ongini,EO,1,0,0,1,1
10.1371/journal.pone.0049350,6,Ronald G Victor,RGV,1,0,0,0,1
10.1371/journal.pone.0049350,2,Jianfeng Ye,JY,0,1,1,0,0
10.1371/journal.pone.0049350,3,Claudio De Nardi,CDN,0,1,1,1,0
10.1371/journal.pone.0049350,4,Angela Monopoli,AM,0,1,0,1,0
10.1371/journal.pone.0054977,1,Katya De Groote,KDG,1,1,1,0,1
10.1371/journal.pone.0054977,9,Daniel De Wolf,DDW,1,0,0,0,0
10.1371/journal.pone.0054977,,,M,1,0,1,0,0
10.1371/journal.pone.0054977,6,Daniel Devos,DD,0,1,0,0,0
10.1371/journal.pone.0058102,1,Cuihong Lin,CL,1,1,1,0,1
10.1371/journal.pone.0058102,2,Wenyan Lu,WL,1,1,0,0,0
10.1371/journal.pone.0058102,3,Wei Zhang,WZ,1,1,1,0,1
10.1371/journal.pone.0058102,,,AIL,1,1,1,0,1
10.1371/journal.pone.0058102,5,Donald J Buchsbaum,DJB,1,0,0,0,1
10.1371/journal.pone.0058102,6,Guojun Bu,GB,1,0,0,0,1
10.1371/journal.pone.0058102,7,Yonghe Li,YL,1,1,1,0,1
10.1371/journal.pone.0054976,,,JWH,1,1,1,1,1
10.1371/journal.pone.0054976,,,KYH,1,0,0,0,0
10.1371/journal.pone.0054976,,,YCL,0,1,1,1,0
10.1371/journal.pone.0054976,,,HYW,0,1,1,1,0
10.1371/journal.pone.0054976,,,CJY,0,1,1,1,0
10.1371/journal.pone.0054976,,,CCP,0,1,1,1,0
10.1371/journal.pone.0054976,,,TWH,0,1,1,1,0
10.1371/journal.pone.0054976,,,CTS,0,1,0,0,0
10.1371/journal.pone.0054976,,,CKC,0,1,0,0,0
10.1371/journal.pone.0054976,,,HTC,0,1,0,0,0
10.1371/journal.pntd.0000214,,,SY,1,1,1,1,1
10.1371/journal.pntd.0000214,,,DL,1,0,0,0,0
10.1371/journal.pntd.0000214,,,DY,1,0,0,1,1
10.1371/journal.pntd.0000214,,,PF,1,0,1,0,1
10.1371/journal.pntd.0000214,,,JP,0,0,0,1,0
10.1371/journal.pntd.0000214,3,Suman Jain,SJ,0,0,0,1,0
10.1371/journal.pntd.0000214,4,Sebastian Lucas,SL,0,0,0,1,0
10.1371/journal.pntd.0000214,5,Sujai Suneetha,SS,0,0,0,1,0
10.1371/journal.pone.0063724,7,Na Wang,NW,1,0,1,0,1
10.1371/journal.pone.0063724,1,Kun He,KH,1,1,1,0,1
10.1371/journal.pone.0063724,,,XYW,0,1,1,0,1
10.1371/journal.pone.0063724,,,ALL,0,0,1,0,0
10.1371/journal.pone.0063724,4,Tao Li,TL,0,0,1,1,0
10.1371/journal.pone.0063724,5,Jie Wang,JW,0,0,0,1,0
10.1371/journal.pone.0063724,,,HXW,0,0,0,1,0
10.1371/journal.pone.0020862,1,Hongxia Zhang,HZ,1,1,1,0,1
10.1371/journal.pone.0020862,2,Lina Ding,LD,1,1,1,0,0
10.1371/journal.pone.0020862,8,Jiayin Dai,JD,1,0,0,1,1
10.1371/journal.pone.0020862,3,Xuemei Fang,XF,0,1,0,0,0
10.1371/journal.pone.0020862,5,Yating Zhang,YZ,0,1,1,0,0
10.1371/journal.pone.0020862,6,Hebing Chen,HC,0,1,0,0,0
10.1371/journal.pone.0020862,7,Xianzhong Yan,XY,0,0,1,1,0
10.1371/journal.pone.0020862,4,Zhimin Shi,ZS,0,0,0,1,0
10.1371/journal.pone.0012344,1,Eszter D Schoell,EDS,1,1,1,0,1
10.1371/journal.pone.0012344,2,Ulrike Bingel,UB,1,0,0,0,1
10.1371/journal.pone.0012344,8,Christian Buechel,CB,1,0,1,1,1
10.1371/journal.pone.0012344,4,Juliana Yacubian,JY,0,1,0,0,0
10.1371/journal.pone.0012344,3,Falk Eippert,FE,0,0,1,0,1
10.1371/journal.pone.0012344,6,Hilke Andresen,HA,0,0,1,1,0
10.1371/journal.pone.0012344,5,Kerrin Christiansen,KC,0,0,0,0,1
10.1371/journal.pone.0012344,7,Arne May,AM,0,0,0,0,1
10.1371/journal.pntd.0000210,1,Sinead Fitzpatrick,SF,1,1,1,0,1
10.1371/journal.pntd.0000210,,,MF,1,0,0,0,0
10.1371/journal.pntd.0000210,,,MM,1,0,1,0,1
10.1371/journal.pone.0012342,1,Jin Qian,JQ,0,0,1,0,1
10.1371/journal.pone.0012342,2,Huajian Gao,HG,0,0,0,0,1
10.1371/journal.pone.0000890,1,Simon Lacey,SL,1,0,1,1,1
10.1371/journal.pone.0000890,2,Andrew Peters,AP,0,1,0,0,1
10.1371/journal.pone.0000890,3,K Sathian,KS,0,0,1,0,1
10.1371/journal.pone.0032303,1,Rachel D Schrier,RDS,1,0,1,0,1
10.1371/journal.pone.0032303,14,Robert K Heaton,RKH,1,0,0,0,1
10.1371/journal.pone.0032303,5,Scott Letendre,SL,1,0,0,0,1
10.1371/journal.pone.0032303,11,Kun Xue Hong,KXH,0,1,0,0,0
10.1371/journal.pone.0032303,13,Chuan Shi,CS,0,1,0,0,0
10.1371/journal.pone.0032303,10,Zunyou Wu,ZW,0,1,0,0,0
10.1371/journal.pone.0032303,12,Xin Yu,XY,0,1,0,0,0
10.1371/journal.pone.0032303,2,Saurabh Gupta,SG,0,0,1,0,1
10.1371/journal.pone.0032303,3,Patricia Riggs,PR,0,0,1,0,1
10.1371/journal.pone.0032303,9,Tanya Wolfson,TW,0,0,1,1,0
10.1371/journal.pone.0032303,7,Stephen A Spector,SAS,0,0,0,1,0
10.1371/journal.pone.0032303,8,Kumud K Singh,KKS,0,0,0,1,0
10.1371/journal.pone.0032303,4,Lucette A Cysique,LAC,0,0,0,1,1
10.1371/journal.pone.0032303,6,Hua Jin,HJ,0,0,0,0,1
10.1371/journal.pntd.0000211,,,TC,0,0,1,0,1
10.1371/journal.pntd.0000211,,,AS,0,0,0,1,0
10.1371/journal.pntd.0000211,,,RP,0,0,0,1,0
10.1371/journal.pntd.0000211,,,MB,0,0,0,0,1
10.1371/journal.pone.0023762,7,Dianjun Li,DL,1,0,0,0,0
10.1371/journal.pone.0023762,6,Pang Da,PD,1,0,0,0,0
10.1371/journal.pone.0023762,1,Chen Shuang,CS,0,1,0,0,1
10.1371/journal.pone.0023762,2,Li Dalin,LD,0,1,0,0,1
10.1371/journal.pone.0023762,3,Yuan Weiguang,YW,0,1,1,0,0
10.1371/journal.pone.0023762,4,Fu Zhenkun,FZ,0,0,1,0,0
10.1371/journal.pone.0023762,5,Xu Fengyan,XF,0,0,1,0,0
10.1371/journal.pone.0066498,1,Tolga Taha Sönmez,TTS,1,1,1,1,1
10.1371/journal.pone.0066498,,,OA,1,1,1,0,1
10.1371/journal.pone.0066498,,,RHT,1,0,1,0,0
10.1371/journal.pone.0066498,14,Frank Hölzle,FH,1,0,0,1,0
10.1371/journal.pone.0066498,12,Thomas Pufe,TP,1,0,0,1,0
10.1371/journal.pone.0066498,13,Christoph Jan Wruck,CJW,1,0,0,1,0
10.1371/journal.pone.0066498,4,Isabella Kanzler,IK,0,1,1,0,0
10.1371/journal.pone.0066498,5,Nancy Tuchscheerer,NT,0,1,1,0,0
10.1371/journal.pone.0066498,15,Elisa Anamaria Liehn,EAL,0,0,1,1,1
10.1371/journal.pone.0066498,3,Gerald Brandacher,GB,0,0,1,0,1
10.1371/journal.pone.0066498,6,Mersedeh Tohidnezhad,MT,0,0,1,1,0
10.1371/journal.pone.0066498,11,David Mitchell,DM,0,0,1,0,1
10.1371/journal.pone.0066498,7,Anastasios Kanatas,AK,0,0,1,0,1
10.1371/journal.pone.0066498,8,Matthias Knobe,MK,0,0,1,1,0
10.1371/journal.pone.0066498,9,Athanassios Fragoulis,AF,0,0,1,1,0
10.1371/journal.pone.0000901,1,Marc Naguib,MN,1,0,1,1,1
10.1371/journal.pone.0000901,2,Andrea Nemitz,AN,0,1,0,1,0
10.1371/journal.pone.0066492,2,Mariangela Arca,MA,1,1,1,1,0
10.1371/journal.pone.0066492,4,Florence Mougel,FM,1,0,0,1,0
10.1371/journal.pone.0066492,,,JFS,1,0,0,0,0
10.1371/journal.pone.0066492,8,Gérard Arnold,GA,1,1,0,1,0
10.1371/journal.pone.0066492,1,Karine Monceau,KM,0,1,1,1,1
10.1371/journal.pone.0066492,3,Lisa Leprêtre,LL,0,1,1,0,0
10.1371/journal.pone.0066492,5,Olivier Bonnard,OB,0,1,0,1,0
10.1371/journal.pone.0066492,7,Nevile Maher,NM,0,1,0,1,0
10.1371/journal.pone.0066492,9,Denis Thiéry,DT,0,0,1,1,1
10.1371/journal.pntd.0000198,4,Linda Oskam,LO,1,0,1,0,1
10.1371/journal.pntd.0000198,3,David Pahan,DP,1,1,0,0,0
10.1371/journal.pntd.0000198,,,JR,1,0,1,0,1
10.1371/journal.pntd.0000198,,,FM,1,0,1,0,1
10.1371/journal.pntd.0000198,,,RS,0,0,0,1,1
10.1371/journal.pone.0040880,1,Srichand Batra,SB,1,1,0,1,0
10.1371/journal.pone.0040880,2,Afsheen Ayaz,AA,1,0,1,1,1
10.1371/journal.pone.0040880,5,Rumina Hasan,RH,1,0,0,0,1
10.1371/journal.pone.0040880,6,Ruth Pfau,RP,1,0,0,0,0
10.1371/journal.pone.0040880,3,Ali Murtaza,AM,0,1,0,0,0
10.1371/journal.pone.0040880,4,Shakil Ahmad,SA,0,1,0,0,0
10.1371/journal.pone.0012340,1,Igor Itskovich,II,1,0,1,1,1
10.1371/journal.pone.0012340,2,Brad Roudebush,BR,0,0,0,1,1
10.1371/journal.pone.0020854,1,Rita Machado de Oliveira,RMO,1,1,1,0,1
10.1371/journal.pone.0020854,10,Tiago Fleming Outeiro,TFO,1,0,0,0,1
10.1371/journal.pone.0020854,2,Zrinka Marijanovic,ZM,0,1,0,0,0
10.1371/journal.pone.0020854,3,Filipe Carvalho,FC,0,1,0,0,0
10.1371/journal.pone.0020854,4,Gabriel Miltenberger Miltényi,GMM,0,1,0,0,0
10.1371/journal.pone.0020854,5,Joana Estevão Matos,JEM,0,1,0,0,0
10.1371/journal.pone.0020854,7,Sónia Oliveira,SO,0,1,0,0,0
10.1371/journal.pone.0020854,8,Francisco Javier Enguita,FJE,0,1,0,0,0
10.1371/journal.pone.0020854,6,Sandra Tenreiro,ST,0,0,0,1,0
10.1371/journal.pone.0000891,2,Marco Iacoboni,MI,1,0,0,0,1
10.1371/journal.pone.0000891,,,IM,1,1,1,0,1
10.1371/journal.pone.0023746,1,Takanori Shono,TS,1,1,1,0,1
10.1371/journal.pone.0023746,4,Masataka Okabe,MO,1,0,1,0,1
10.1371/journal.pone.0023746,2,Daisuke Kurokawa,DK,0,1,1,0,0
10.1371/journal.pone.0023746,3,Tsutomu Miyake,TM,0,1,1,0,1
10.1371/journal.pone.0018003,1,Hongen Yin,HY,1,1,1,1,1
10.1371/journal.pone.0018003,2,Jelle L Vosters,JLV,1,1,1,1,1
10.1371/journal.pone.0018003,7,John A Chiorini,JAC,1,0,1,0,1
10.1371/journal.pone.0018003,3,Nienke Roescher,NR,0,1,1,0,1
10.1371/journal.pone.0018003,6,Paul P Tak,PPT,0,0,1,0,1
10.1371/journal.pone.0018003,4,Anil D'Souza,ADS,0,0,0,1,1
10.1371/journal.pone.0018003,5,Biji T Kurien,BTK,0,0,0,1,1
10.1371/journal.pone.0049337,1,Chun S Zuo,CSZ,1,1,1,1,1
10.1371/journal.pone.0049337,12,Perry F Renshaw,PFR,1,0,0,1,1
10.1371/journal.pone.0049337,3,Donald C Simonson,DCS,1,1,0,0,1
10.1371/journal.pone.0049337,11,Derek J R Nunez,DJRN,1,0,0,1,1
10.1371/journal.pone.0049337,9,Robert L Dobbins,RLD,1,0,0,1,0
10.1371/journal.pone.0049337,,,YHS,0,1,1,1,0
10.1371/journal.pone.0049337,4,Erin Habecker,EH,0,1,0,0,0
10.1371/journal.pone.0049337,6,Charlotte Haws,CH,0,1,0,0,0
10.1371/journal.pone.0049337,7,Rosemond A Villafuerte,RAV,0,1,0,0,1
10.1371/journal.pone.0049337,8,Michael E Henry,MEH,0,1,0,0,0
10.1371/journal.pone.0049337,5,Jian Wang,JW,0,0,0,1,1
10.1371/journal.pone.0049337,10,Rebecca J Hodge,RJH,0,0,0,1,1
10.1371/journal.pone.0049336,3,M John Chapman,MJC,1,0,0,0,1
10.1371/journal.pone.0049336,4,G Kees Hovingh,GKH,1,0,1,0,1
10.1371/journal.pone.0049336,5,Anatol Kontush,AK,1,0,1,0,1
10.1371/journal.pone.0049336,1,Sandrine Chantepie,SC,0,1,1,0,1
10.1371/journal.pone.0049336,,,AB,0,1,0,0,1
10.1371/journal.pone.0018009,1,Ludger Elling,LE,1,0,1,0,1
10.1371/journal.pone.0018009,,,AKB,1,0,1,0,0
10.1371/journal.pone.0018009,6,Markus Junghofer,MJ,1,0,0,0,1
10.1371/journal.pone.0018009,4,Christan Dobel,CD,0,1,0,0,1
10.1371/journal.pone.0018009,2,Christian Steinberg,CS,0,1,1,0,1
10.1371/journal.pone.0018009,5,Jens Bölte,JB,0,1,0,0,1
10.1371/journal.pone.0052218,1,Oliver Bader,OB,1,1,1,1,1
10.1371/journal.pone.0052218,2,Alexander Schwarz,AS,1,1,1,0,1
10.1371/journal.pone.0052218,3,Eefje A Kraneveld,EAK,1,1,1,1,1
10.1371/journal.pone.0052218,5,Pia Schmidt,PS,1,1,1,0,0
10.1371/journal.pone.0052218,8,Piet W J De Groot,PWJDG,1,1,1,1,1
10.1371/journal.pone.0052218,9,Michael Weig,MW,1,1,1,1,1
10.1371/journal.pone.0052218,4,Marut Tangwattanchuleeporn,MT,0,1,1,0,0
10.1371/journal.pone.0052218,6,Mette D Jacobsen,MDJ,0,1,1,1,0
10.1371/journal.pone.0052218,7,Uwe Gross,UG,0,0,0,1,1
10.1371/journal.pone.0006553,1,Anke Hammer,AH,1,1,1,1,1
10.1371/journal.pone.0006553,3,Marcus Heldmann,MH,1,0,0,1,0
10.1371/journal.pone.0006553,5,Thomas F Münte,TFM,1,0,0,1,1
10.1371/journal.pone.0006553,2,Andreas Kordon,AK,0,0,1,1,0
10.1371/journal.pone.0006553,4,Bartosz Zurowski,BZ,0,0,1,1,0
10.1371/journal.pntd.0000183,,,LO,1,1,1,1,1
10.1371/journal.pntd.0000183,,,AP,1,0,1,1,1
10.1371/journal.pntd.0000183,,,KC,0,1,1,0,1
10.1371/journal.pntd.0000183,,,CC,0,1,1,0,0
10.1371/journal.pntd.0000183,,,MR,0,0,0,1,0
10.1371/journal.pone.0054969,1,Mingzhu Yin,MY,1,1,0,1,1
10.1371/journal.pone.0054969,2,Yan Hou,YH,1,1,1,1,1
10.1371/journal.pone.0054969,4,Changyi Cui,CC,1,0,0,1,0
10.1371/journal.pone.0054969,5,Xiaohua Zhou,XZ,1,0,1,1,0
10.1371/journal.pone.0054969,14,Ge Lou,GL,1,1,0,1,1
10.1371/journal.pone.0054969,13,Kang Li,KL,1,0,1,1,1
10.1371/journal.pone.0054969,7,Huiyan Li,HL,0,1,0,1,0
10.1371/journal.pone.0054969,9,Jian Zheng,JZ,0,1,0,1,0
10.1371/journal.pone.0054969,10,Xiuwei Chen,XC,0,1,0,0,0
10.1371/journal.pone.0054969,8,Xia Li,XL,0,1,0,0,0
10.1371/journal.pone.0054969,11,Cong Li,CL,0,1,0,1,0
10.1371/journal.pone.0054969,12,Xiaoming Ning,XN,0,1,0,1,0
10.1371/journal.pone.0054969,3,Tao Zhang,TZ,0,0,1,0,0
10.1371/journal.pone.0054969,6,Fengyu Sun,FS,0,0,1,0,0
10.1371/journal.pone.0023755,1,James E J Bedard,JEJB,1,1,1,1,1
10.1371/journal.pone.0023755,2,Allison M Haaning,AMH,1,1,1,1,1
10.1371/journal.pone.0023755,3,Stephanie M Ware,SMW,1,1,1,1,1
10.1371/journal.pone.0000896,,,JB,1,1,1,1,1
10.1371/journal.pone.0000896,2,Colm Atkins,CA,0,1,0,0,0
10.1371/journal.pone.0000896,3,Erin Cashion,EC,0,1,0,0,0
10.1371/journal.pone.0000896,4,Michelle Jonker,MJ,0,1,0,0,0
10.1371/journal.pone.0000896,,,RF,0,1,0,1,0
10.1371/journal.pone.0000899,,,PS,1,1,1,0,1
10.1371/journal.pone.0000899,1,Laurent Gillet,LG,1,1,1,0,0
10.1371/journal.pone.0000899,,,JM,0,1,0,0,0
10.1371/journal.pone.0060682,,,TBA,1,0,1,1,1
10.1371/journal.pone.0060682,,,AIK,1,1,1,1,1
10.1371/journal.pone.0060682,9,Marijana Stojanovic,MS,1,1,1,1,1
10.1371/journal.pone.0060682,3,Sandra Belij,SB,0,1,0,1,0
10.1371/journal.pone.0060682,4,Emilija Marinkovic,EM,0,1,0,1,0
10.1371/journal.pone.0060682,5,Ivana Stojicevic,IS,0,1,0,1,0
10.1371/journal.pone.0060682,6,Jacqueline Montanaro,JM,0,1,0,1,0
10.1371/journal.pone.0060682,7,Elisabeth Stein,ES,0,1,0,1,0
10.1371/journal.pone.0060682,8,Nora Bintner,NB,0,1,0,1,0
10.1371/journal.pone.0049347,,,CJW,1,0,0,0,1
10.1371/journal.pone.0049347,,,YQL,0,1,0,1,0
10.1371/journal.pone.0049347,,,LLL,0,1,0,1,0
10.1371/journal.pone.0049347,4,Ling Wang,LW,0,1,0,0,1
10.1371/journal.pone.0049347,,,WJL,0,1,0,0,0
10.1371/journal.pone.0049347,,,JZZ,0,0,1,1,0
10.1371/journal.pone.0049347,,,AGY,0,0,1,1,0
10.1371/journal.pone.0049347,,,YRG,0,0,1,1,0
10.1371/journal.pone.0003738,1,Christine B Jensen,CBJ,1,1,1,1,1
10.1371/journal.pone.0003738,3,Heidi Storgaard,HS,1,1,0,0,0
10.1371/journal.pone.0003738,4,Sten Madsbad,SM,1,0,0,0,0
10.1371/journal.pone.0003738,5,Allan Vaag,AV,1,0,0,0,0
10.1371/journal.pone.0003738,6,Susan E Ozanne,SEO,1,0,0,1,1
10.1371/journal.pone.0003738,,,MSMG,0,1,1,1,1
10.1371/journal.pone.0063727,10,Chunshui Yu,CY,1,1,1,1,1
10.1371/journal.pone.0063727,1,Jinyu Song,JS,0,1,1,1,1
10.1371/journal.pone.0063727,2,Wen Qin,WQ,0,1,1,1,0
10.1371/journal.pone.0063727,3,Yong Liu,YL,0,1,0,0,0
10.1371/journal.pone.0063727,4,Yunyun Duan,YD,0,1,0,0,0
10.1371/journal.pone.0063727,5,Jieqiong Liu,JL,0,1,0,0,0
10.1371/journal.pone.0063727,6,Xiaoxi He,XH,0,1,0,0,0
10.1371/journal.pone.0063727,7,Kuncheng Li,KL,0,1,0,0,0
10.1371/journal.pone.0063727,8,Xinqing Zhang,XZ,0,1,0,0,0
10.1371/journal.pone.0063727,9,Tianzi Jiang,TJ,0,1,0,0,0
10.1371/journal.pone.0012347,1,Paul S Wikramaratna,PSW,1,1,1,0,1
10.1371/journal.pone.0012347,3,Sunetra Gupta,SG,1,0,0,0,1
10.1371/journal.pone.0012347,4,Mario Recker,MR,1,0,0,0,1
10.1371/journal.pone.0012347,2,Cameron P Simmons,CPS,0,0,1,0,0
10.1371/journal.pcbi.1000251,1,Hermann Cuntz,HC,1,0,1,0,1
10.1371/journal.pcbi.1000251,2,Friedrich Forstner,FF,1,1,1,0,1
10.1371/journal.pcbi.1000251,4,Alexander Borst,AB,1,0,0,0,1
10.1371/journal.pcbi.1000251,3,Juergen Haag,JH,0,1,0,0,0
10.1371/journal.pone.0052393,,,LXQ,1,0,0,0,0
10.1371/journal.pone.0052393,,,HTZ,0,1,0,0,1
10.1371/journal.pone.0052393,,,QZD,0,1,0,0,0
10.1371/journal.pone.0052393,5,Guan Wang,GW,0,0,1,0,0
10.1371/journal.pone.0052393,,,YYS,0,0,0,1,0
10.1371/journal.pone.0052393,,,JWW,0,0,0,1,0
10.1371/journal.pone.0052393,,,HJZ,0,0,0,1,0
10.1371/journal.pntd.0000357,2,Harald Sekljic,HS,1,1,1,0,0
10.1371/journal.pntd.0000357,6,Christian Miculka,CM,1,0,1,0,1
10.1371/journal.pntd.0000357,1,Thorsten Meyer,TM,0,1,0,1,1
10.1371/journal.pntd.0000357,3,Stefan Fuchs,SF,0,1,1,0,1
10.1371/journal.pntd.0000357,4,Heiko Bothe,HB,0,1,0,1,0
10.1371/journal.pntd.0000357,5,Dieter Schollmeyer,DS,0,1,1,0,0
10.1371/journal.pone.0041031,1,Fabiana Horn,FH,1,1,1,1,1
10.1371/journal.pone.0041031,8,Christa Ewers,CE,1,0,0,0,0
10.1371/journal.pone.0041031,9,Lothar H Wieler,LHW,1,0,0,1,0
10.1371/journal.pone.0041031,7,David Driemeier,DD,0,0,0,1,0
10.1371/journal.pone.0018177,,,JRY,1,1,1,1,1
10.1371/journal.pone.0018177,,,HSW,1,0,1,0,0
10.1371/journal.pone.0018177,,,MTL,1,0,1,0,1
10.1371/journal.pone.0018177,,,YCL,0,1,0,1,0
10.1371/journal.pone.0018177,,,YPH,0,1,0,1,0
10.1371/journal.pone.0018177,,,CHS,0,1,0,1,0
10.1371/journal.pone.0018177,5,Je Lo,JL,0,1,0,1,0
10.1371/journal.pone.0018177,,,YLH,0,1,0,1,0
10.1371/journal.pone.0018177,,,CYY,0,1,0,1,0
10.1371/journal.pone.0018177,,,LCH,0,1,0,1,0
10.1371/journal.pone.0046742,11,Jonathan H Lass,JHL,1,0,0,0,1
10.1371/journal.pone.0046742,12,Sudha K Iyengar,SKI,1,0,0,0,1
10.1371/journal.pone.0046742,1,Robert P Igo,RPI,0,0,1,0,1
10.1371/journal.pone.0046742,2,Laura J Kopplin,LJK,0,0,1,0,1
10.1371/journal.pone.0046742,3,Peronne Joseph,PJ,0,0,0,0,1
10.1371/journal.pone.0046742,4,Barbara Truitt,BT,0,0,0,0,1
